gameDate,homeRoadFlag,goals,assists,points,plusMinus,powerPlayGoals,powerPlayPoints,gameWinningGoals,otGoals,shots,shifts,opponentAbbrev,pim,toi
2025-03-15,R,0,0,0,1,0,0,0,0,0,27,TOR,0,16:00
2025-03-13,H,1,0,1,0,0,0,0,0,3,20,BOS,0,15:36
2025-03-11,R,1,0,1,1,0,0,0,0,3,23,PHI,0,14:55
2025-03-10,H,0,0,0,0,0,0,0,0,0,19,DET,0,13:16
2025-03-08,H,0,0,0,0,0,0,0,0,1,14,NYR,0,10:23
2025-02-26,H,0,0,0,0,0,0,0,0,0,5,WPG,5,2:25
2025-02-22,H,0,0,0,0,0,0,0,0,1,24,MTL,0,15:13
2025-02-08,R,0,0,0,-1,0,0,0,0,0,16,FLA,0,11:23
2025-02-06,R,0,0,0,-1,0,0,0,0,1,16,TBL,2,11:25
2025-02-04,R,0,0,0,-2,0,0,0,0,0,21,TBL,0,13:02
2025-02-03,R,0,0,0,0,0,0,0,0,1,21,NSH,0,13:18
2025-02-01,H,0,0,0,2,0,0,0,0,1,20,MIN,0,15:47
2025-01-30,H,0,0,0,0,0,0,0,0,2,20,WSH,0,14:35
2025-01-26,H,0,0,0,0,0,0,0,0,1,22,UTA,0,13:53
2025-01-25,H,0,0,0,-1,0,0,0,0,1,19,TOR,0,12:47
2025-01-23,R,0,0,0,0,0,0,0,0,4,28,BOS,0,22:35
2025-01-21,R,0,0,0,-2,0,0,0,0,1,22,NYR,0,14:42
2025-01-19,R,0,0,0,1,0,0,0,0,0,23,NJD,0,13:14
2025-01-18,H,0,0,0,0,0,0,0,0,1,23,BOS,2,12:56
2025-01-16,H,0,0,0,0,0,0,0,0,3,27,WSH,0,21:47
2025-01-14,R,0,1,1,1,0,0,0,0,0,33,NYI,0,22:42
2025-01-12,H,0,0,0,-1,0,0,0,0,1,20,DAL,2,11:39
2025-01-11,R,1,0,1,1,0,0,1,0,1,25,PIT,2,15:17
2025-01-09,H,0,0,0,0,0,0,0,0,2,24,BUF,0,16:46
2025-01-07,R,0,0,0,-1,0,0,0,0,0,17,DET,0,15:57
2025-01-03,R,0,0,0,0,0,0,0,0,0,23,STL,0,17:27
2025-01-02,R,0,0,0,0,0,0,0,0,0,19,DAL,0,12:02
2024-12-29,R,0,0,0,0,0,0,0,0,3,15,MIN,0,10:43
2024-12-28,R,0,0,0,-1,0,0,0,0,1,17,WPG,2,10:32
2024-12-22,R,0,0,0,0,0,0,0,0,0,19,EDM,0,12:05
2024-12-21,R,0,0,0,-1,0,0,0,0,0,18,VAN,0,13:51
2024-12-19,R,0,0,0,1,0,0,0,0,1,22,CGY,0,14:56
2024-12-17,R,0,0,0,2,0,0,0,0,0,18,SEA,0,12:10
2024-12-14,H,0,0,0,0,0,0,0,0,0,19,PIT,0,11:02
2024-12-13,R,0,0,0,0,0,0,0,0,0,20,CAR,0,13:08
2024-12-11,H,0,0,0,0,0,0,0,0,2,24,ANA,0,16:16
2024-12-08,H,0,0,0,0,0,0,0,0,4,25,NYI,0,15:42
2024-12-07,H,0,0,0,1,0,0,0,0,1,25,NSH,0,17:41
2024-12-05,H,0,0,0,0,0,0,0,0,0,21,DET,0,16:36
2024-12-01,R,0,0,0,1,0,0,0,0,2,20,ANA,0,12:09
2024-11-30,R,0,0,0,-2,0,0,0,0,0,22,LAK,0,15:43
2024-11-27,R,1,0,1,1,0,0,0,0,1,21,SJS,0,16:27
2024-11-25,H,0,0,0,0,0,0,0,0,1,20,CGY,0,14:37
2024-11-23,H,0,0,0,-2,0,0,0,0,0,15,VAN,0,8:26
2024-11-21,H,0,0,0,-2,0,0,0,0,0,14,VGK,4,9:01
2024-11-19,H,0,0,0,0,0,0,0,0,1,20,EDM,0,16:31
2024-11-16,R,0,0,0,0,0,0,0,0,0,16,CAR,0,13:22
2024-11-14,H,0,0,0,-1,0,0,0,0,0,19,PHI,0,12:42
2024-11-12,R,0,0,0,0,0,0,0,0,1,19,TOR,0,14:26
2024-11-09,R,0,0,0,0,0,0,0,0,0,20,BOS,0,13:41
2024-11-07,H,0,0,0,-1,0,0,0,0,1,17,NYI,0,11:41
2024-11-05,R,0,0,0,-1,0,0,0,0,1,21,BUF,0,16:53
2024-11-02,H,0,0,0,1,0,0,0,0,0,20,SEA,0,15:32
2024-11-01,R,0,0,0,0,0,0,0,0,1,22,NYR,0,12:45
2024-10-29,H,0,0,0,2,0,0,0,0,3,27,STL,0,19:51
2024-10-27,R,0,1,1,0,0,0,0,0,1,24,COL,0,15:20
2024-10-25,R,0,0,0,1,0,0,0,0,1,20,VGK,0,15:36
2024-10-22,R,0,0,0,0,0,0,0,0,1,24,UTA,0,15:53
2024-10-19,H,0,0,0,0,0,0,0,0,0,22,TBL,0,15:56
2024-10-17,H,0,0,0,-1,0,0,0,0,1,23,NJD,2,14:33
2024-10-14,H,0,0,0,1,0,0,0,0,3,27,LAK,0,15:51
2024-10-12,R,0,0,0,0,0,0,0,0,2,16,MTL,2,10:57
2024-10-10,H,0,0,0,0,0,0,0,0,0,17,FLA,0,16:54
