gameDate,homeRoadFlag,goals,assists,points,plusMinus,powerPlayGoals,powerPlayPoints,gameWinningGoals,otGoals,shots,shifts,opponentAbbrev,pim,toi
2025-03-03,R,0,0,0,-1,0,0,0,0,0,7,CHI,0,5:14
2025-02-26,H,0,0,0,0,0,0,0,0,0,4,VAN,0,2:42
2025-02-08,H,0,0,0,0,0,0,0,0,0,3,ANA,0,2:25
2025-01-20,H,0,0,0,0,0,0,0,0,1,13,PIT,0,9:41
2025-01-18,R,0,0,0,0,0,0,0,0,1,14,SEA,0,9:18
2025-01-16,R,0,0,0,0,0,0,0,0,0,9,VAN,2,7:03
2025-01-13,R,0,0,0,0,0,0,0,0,0,5,EDM,0,2:49
2025-01-11,R,0,0,0,0,0,0,0,0,0,6,CGY,5,4:29
2025-01-10,R,0,0,0,0,0,0,0,0,0,5,WPG,0,3:05
2025-01-01,H,0,0,0,0,0,0,0,0,0,5,NJD,0,3:54
2024-12-29,H,0,0,0,0,0,0,0,0,0,6,PHI,2,3:41
2024-12-28,H,0,0,0,-1,0,0,0,0,0,5,EDM,0,3:04
2024-12-22,R,0,0,0,0,0,0,0,0,0,8,WSH,0,5:57
2024-12-21,R,0,0,0,-1,0,0,0,0,0,7,NSH,0,4:57
2024-12-19,R,0,0,0,1,0,0,0,0,0,11,PHI,0,9:57
2024-12-17,R,0,0,0,0,0,0,0,0,0,10,PIT,0,7:35
2024-12-14,R,0,0,0,1,0,0,0,0,0,11,NYR,0,7:37
2024-12-12,R,0,0,0,0,0,0,0,0,0,6,NJD,0,4:26
2024-12-10,R,0,0,0,1,0,0,0,0,0,8,NYI,2,5:30
2024-12-07,H,0,0,0,-1,0,0,0,0,0,9,MIN,0,7:19
2024-12-04,H,0,1,1,1,0,0,0,0,0,6,DAL,0,4:50
2024-11-07,H,0,0,0,0,0,0,0,0,1,13,VAN,0,9:28
2024-11-05,R,0,0,0,0,0,0,0,0,0,14,MIN,2,11:30
2024-11-04,R,0,0,0,0,0,0,0,0,0,14,NSH,7,10:56
2024-10-24,H,0,0,0,0,0,0,0,0,1,15,SJS,2,13:13
2024-10-16,R,0,0,0,0,0,0,0,0,0,26,TOR,2,18:18
2024-10-14,R,0,1,1,2,0,0,0,0,0,24,OTT,2,15:02
2024-10-12,R,0,0,0,0,0,0,0,0,1,23,BOS,0,16:26
2024-10-10,R,0,0,0,0,0,0,0,0,0,11,BUF,5,9:25
