gameDate,homeRoadFlag,goals,assists,points,plusMinus,powerPlayGoals,powerPlayPoints,gameWinningGoals,otGoals,shots,shifts,opponentAbbrev,pim,toi
2025-03-15,R,0,0,0,0,0,0,0,0,0,18,MTL,0,11:51
2025-03-13,R,0,0,0,-2,0,0,0,0,0,16,TOR,7,10:23
2025-03-11,R,0,0,0,0,0,0,0,0,0,22,BOS,0,13:14
2025-03-08,H,0,2,2,2,0,0,0,0,3,20,BUF,0,15:14
2025-03-06,H,0,0,0,0,0,0,0,0,1,20,CBJ,2,14:41
2025-03-03,H,0,0,0,0,0,0,0,0,1,18,TBL,0,11:07
2025-03-01,H,0,1,1,1,0,0,0,0,1,23,CGY,0,16:56
2025-02-27,H,1,0,1,2,0,0,0,0,1,22,EDM,0,15:15
2025-02-25,R,0,0,0,0,0,0,0,0,0,22,NSH,0,17:07
2025-02-22,H,0,0,0,0,0,0,0,0,1,19,SEA,2,14:34
2025-02-08,H,0,1,1,1,0,0,0,0,1,22,OTT,0,16:38
2025-02-06,R,0,0,0,-1,0,0,0,0,0,23,STL,0,14:31
2025-02-04,R,0,1,1,1,0,0,0,0,0,22,WSH,0,14:51
2025-02-02,H,0,0,0,-1,0,0,0,0,1,21,NYI,0,17:15
2025-02-01,H,0,0,0,-1,0,0,0,0,1,22,CHI,0,17:53
2025-01-29,H,0,0,0,0,0,0,0,0,1,23,LAK,2,14:59
2025-01-26,R,0,0,0,0,0,0,0,0,3,25,VGK,0,19:15
2025-01-25,R,1,0,1,3,0,0,0,0,3,23,SJS,0,19:52
2025-01-22,R,0,0,0,0,0,0,0,0,1,29,LAK,0,24:41
2025-01-21,R,0,0,0,1,0,0,0,0,2,27,ANA,0,22:11
2025-01-18,H,0,0,0,0,0,0,0,0,4,27,ANA,0,21:31
2025-01-16,H,0,0,0,-1,0,0,0,0,0,25,DET,2,20:29
2025-01-14,R,0,1,1,1,0,0,0,0,0,29,NJD,0,20:54
2025-01-13,R,0,1,1,0,0,0,0,0,0,28,PHI,0,21:24
2025-01-11,H,0,0,0,0,0,0,0,0,0,27,BOS,2,22:35
2025-01-08,R,0,0,0,1,0,0,0,0,4,23,UTA,0,16:40
2025-01-06,R,0,0,0,0,0,0,0,0,0,22,COL,0,15:16
2025-01-03,H,0,0,0,0,0,0,0,0,1,21,PIT,0,14:14
2025-01-02,H,0,0,0,1,0,0,0,0,0,16,CAR,2,12:48
2024-12-30,H,0,0,0,0,0,0,0,0,0,17,NYR,0,13:55
2024-12-28,H,0,0,0,0,0,0,0,0,1,20,MTL,0,16:48
2024-12-23,H,0,0,0,0,0,0,0,0,0,20,TBL,0,15:52
2024-12-22,R,0,0,0,0,0,0,0,0,1,23,TBL,0,13:25
2024-12-20,H,0,0,0,0,0,0,0,0,0,21,STL,0,14:53
2024-12-18,R,0,0,0,0,0,0,0,0,0,24,MIN,0,17:32
2024-12-16,R,0,0,0,0,0,0,0,0,0,19,EDM,0,14:11
2024-12-14,R,0,0,0,0,0,0,0,0,0,25,CGY,0,18:24
2024-12-12,R,0,0,0,-3,0,0,0,0,0,24,VAN,0,17:07
2024-12-10,R,0,0,0,1,0,0,0,0,1,21,SEA,0,13:06
2024-12-07,H,0,0,0,0,0,0,0,0,1,22,SJS,0,15:14
2024-12-05,R,0,0,0,-1,0,0,0,0,1,26,PHI,0,17:12
2024-12-03,R,0,0,0,-1,0,0,0,0,3,27,PIT,0,18:03
2024-11-30,H,0,1,1,1,0,0,0,0,0,26,CAR,0,18:59
2024-11-29,R,0,0,0,0,0,0,0,0,2,24,CAR,0,16:07
2024-11-27,H,0,0,0,0,0,0,0,0,0,20,TOR,0,13:45
2024-11-25,H,0,0,0,0,0,0,0,0,1,24,WSH,0,18:20
2024-11-21,R,0,0,0,-1,0,0,0,0,0,23,CHI,0,16:16
2024-11-19,R,0,1,1,0,0,0,0,0,0,16,WPG,0,13:32
2024-11-16,H,1,0,1,1,0,0,0,0,1,23,WPG,0,17:24
2024-11-14,H,0,0,0,0,0,0,0,0,1,24,NJD,0,15:52
2024-11-12,H,0,0,0,-1,0,0,0,0,1,22,NJD,0,15:15
2024-11-09,H,1,0,1,-1,0,0,0,0,2,20,PHI,0,14:52
2024-11-07,H,0,1,1,2,0,0,0,0,0,23,NSH,0,16:25
2024-11-02,H,0,0,0,0,0,0,0,0,0,17,DAL,5,13:36
2024-11-01,R,0,0,0,1,0,0,0,0,0,22,DAL,0,15:32
2024-10-28,R,0,1,1,-1,0,0,0,0,0,20,BUF,0,15:50
2024-10-26,R,0,0,0,0,0,0,0,0,0,18,NYI,0,12:22
2024-10-24,R,0,0,0,0,0,0,0,0,0,15,NYR,0,10:01
2024-10-22,H,0,0,0,1,0,0,0,0,1,22,MIN,0,16:14
2024-10-19,H,0,0,0,-1,0,0,0,0,3,18,VGK,0,11:18
2024-10-17,H,0,0,0,-2,0,0,0,0,1,20,VAN,0,13:44
2024-10-15,R,0,1,1,1,0,0,0,0,0,18,CBJ,0,14:59
2024-10-14,R,0,0,0,-1,0,0,0,0,0,18,BOS,2,14:05
2024-10-12,R,1,0,1,0,0,0,0,0,1,19,BUF,0,12:34
2024-10-10,R,0,0,0,0,0,0,0,0,1,20,OTT,0,14:38
