gameDate,homeRoadFlag,goals,assists,points,plusMinus,powerPlayGoals,powerPlayPoints,gameWinningGoals,otGoals,shots,shifts,opponentAbbrev,pim,toi
2010-02-12,H,0,0,0,1,0,0,0,0,0,20,NSH,0,14:09
2009-11-16,R,0,0,0,-1,0,0,0,0,2,11,PHI,0,8:26
2009-11-14,H,1,1,2,0,0,0,0,0,1,15,WSH,0,10:37
2009-11-12,R,0,0,0,0,0,0,0,0,0,13,PIT,0,12:39
2009-11-11,H,0,0,0,0,0,0,0,0,0,12,ANA,0,7:42
2009-11-07,R,0,0,0,0,0,0,0,0,0,16,OTT,2,10:45
2009-11-06,H,1,0,1,0,0,0,0,0,1,14,NYI,0,9:29
2009-11-04,H,0,0,0,-1,0,0,0,0,1,12,WSH,0,10:06
2009-10-31,R,0,0,0,0,0,0,0,0,1,20,TBL,0,14:02
2009-10-16,H,0,0,0,-1,0,0,0,0,0,15,ATL,0,13:53
2009-10-05,H,0,0,0,1,0,0,0,0,2,27,NYR,0,18:09
2009-10-03,H,0,0,0,-1,0,0,0,0,1,26,PHI,0,19:19
