gameDate,homeRoadFlag,goals,assists,points,plusMinus,powerPlayGoals,powerPlayPoints,gameWinningGoals,otGoals,shots,shifts,opponentAbbrev,pim,toi
2023-04-11,H,0,0,0,1,0,0,0,0,0,22,VAN,0,16:59
2023-04-09,H,0,0,0,-1,0,0,0,0,0,22,COL,2,18:03
2023-04-08,R,0,0,0,1,0,0,0,0,0,23,ARI,0,17:59
2023-04-05,H,0,0,0,0,0,0,0,0,2,19,EDM,0,15:44
2023-04-02,R,0,0,0,-1,0,0,0,0,2,23,CGY,0,15:59
2023-04-01,R,0,0,0,-2,0,0,0,0,2,20,EDM,0,14:32
2023-03-30,R,0,0,0,-1,0,0,0,0,0,19,SEA,0,14:54
2023-03-27,H,0,0,0,0,0,0,0,0,0,16,COL,0,17:06
2023-03-25,H,0,0,0,-1,0,0,0,0,0,21,STL,0,16:51
2023-03-23,H,0,0,0,-1,0,0,0,0,1,20,WPG,0,14:35
2023-03-21,H,0,0,0,0,0,0,0,0,1,24,CGY,0,17:45
2023-03-19,H,0,0,0,0,0,0,0,0,1,21,VAN,0,14:23
2023-03-17,H,0,0,0,1,0,0,0,0,1,22,CBJ,0,18:07
2023-03-15,H,0,0,0,-2,0,0,0,0,0,20,NYI,0,15:46
2023-03-12,H,0,0,0,-2,0,0,0,0,0,19,NSH,0,14:43
2023-03-10,R,0,0,0,0,0,0,0,0,2,18,CGY,0,15:11
2023-03-08,R,0,0,0,1,0,0,0,0,1,19,VAN,0,16:54
2023-03-07,R,0,0,0,0,0,0,0,0,1,21,SEA,2,18:07
2023-03-03,H,0,0,0,0,0,0,0,0,1,20,MTL,0,18:47
2023-03-01,H,0,0,0,-1,0,0,0,0,1,21,WSH,5,20:32
2023-02-27,H,0,0,0,2,0,0,0,0,0,16,CHI,0,14:08
2023-02-25,R,0,0,0,2,0,0,0,0,0,22,CAR,0,15:30
2023-02-23,R,0,0,0,1,0,0,0,0,0,18,WSH,0,15:52
2023-02-21,R,0,0,0,-2,0,0,0,0,0,22,TBL,0,18:22
2023-02-20,R,0,0,0,0,0,0,0,0,0,21,FLA,0,19:21
2023-02-15,H,0,0,0,-3,0,0,0,0,1,21,BUF,0,18:14
2023-02-12,R,0,0,0,-2,0,0,0,0,2,20,VGK,0,16:15
2023-02-06,R,0,0,0,0,0,0,0,0,0,21,DAL,0,16:20
2023-01-28,H,0,0,0,0,0,0,0,0,0,20,ARI,0,16:10
2023-01-21,R,0,1,1,-1,0,0,0,0,4,22,BUF,0,17:50
2023-01-02,H,0,0,0,-1,0,0,0,0,0,15,PHI,0,14:53
2022-12-23,H,0,0,0,-1,0,0,0,0,1,19,CGY,0,14:03
2022-12-21,H,0,0,0,-1,0,0,0,0,0,23,MIN,0,19:14
2022-12-20,R,0,0,0,-1,0,0,0,0,0,22,LAK,0,15:40
2022-12-15,R,0,0,0,-1,0,0,0,0,1,14,MTL,0,10:17
2022-12-13,R,0,0,0,-3,0,0,0,0,0,19,TOR,2,14:26
2022-12-06,H,0,0,0,1,0,0,0,0,0,14,CAR,0,9:49
2022-12-04,R,0,0,0,0,0,0,0,0,1,18,WPG,0,12:21
2022-12-03,R,0,0,0,-1,0,0,0,0,0,18,MIN,0,12:54
2022-12-01,R,0,0,0,-1,0,0,0,0,1,19,DAL,0,16:40
2022-11-27,H,0,0,0,-3,0,0,0,0,0,18,SEA,0,12:10
2022-11-25,H,0,1,1,1,0,0,0,0,1,19,OTT,0,15:54
2022-11-09,H,0,0,0,0,0,0,0,0,0,9,MIN,7,6:21
2022-11-06,H,0,0,0,0,0,0,0,0,0,18,FLA,2,12:30
2022-11-05,R,0,0,0,-1,0,0,0,0,0,16,SJS,5,11:04
2022-11-03,R,0,1,1,1,0,0,0,0,2,18,VAN,5,11:45
2022-11-01,R,0,1,1,1,0,0,0,0,1,18,SJS,5,15:23
2022-10-30,H,0,0,0,0,0,0,0,0,1,15,TOR,0,9:17
2022-10-28,R,0,0,0,-1,0,0,0,0,0,19,VGK,0,13:26
2022-10-23,R,0,0,0,0,0,0,0,0,1,20,DET,2,16:45
2022-10-20,R,0,0,0,0,0,0,0,0,0,22,BOS,2,13:11
2022-10-12,H,0,0,0,-1,0,0,0,0,0,18,SEA,0,13:06
