gameDate,homeRoadFlag,goals,assists,points,plusMinus,powerPlayGoals,powerPlayPoints,gameWinningGoals,otGoals,shots,shifts,opponentAbbrev,pim,toi
2010-04-11,R,0,0,0,0,0,0,0,0,0,23,PHI,0,13:49
2010-04-09,H,0,0,0,1,0,0,0,0,0,23,PHI,0,16:39
2010-04-07,H,0,0,0,0,0,0,0,0,0,21,TOR,0,17:10
2010-04-06,R,0,1,1,1,0,0,0,0,0,19,BUF,0,16:17
2010-04-03,R,0,0,0,-1,0,0,0,0,0,23,FLA,0,13:56
2010-04-02,R,0,1,1,1,0,0,0,0,0,23,TBL,0,16:15
2010-03-30,R,0,0,0,0,0,0,0,0,1,14,NYI,0,7:44
2010-03-27,R,0,0,0,0,0,0,0,0,1,18,TOR,0,14:08
2010-01-26,R,0,0,0,-1,0,0,0,0,0,21,DET,0,12:47
2010-01-16,H,0,0,0,1,0,0,0,0,0,20,MIN,0,14:44
2010-01-14,H,0,0,0,-2,0,0,0,0,0,23,NJD,0,17:32
2010-01-12,H,0,0,0,0,0,0,0,0,0,24,SJS,0,17:21
2010-01-07,R,0,0,0,0,0,0,0,0,1,25,VAN,0,18:39
2010-01-05,R,0,1,1,0,0,0,0,0,2,23,EDM,0,20:10
2010-01-02,H,0,0,0,0,0,0,0,0,0,20,DET,0,16:05
2009-12-31,H,0,1,1,1,0,0,0,0,0,19,SJS,0,13:27
2009-12-29,H,0,0,0,0,0,0,0,0,0,31,VAN,0,20:12
2009-12-28,R,0,0,0,-1,0,0,0,0,1,18,SJS,0,12:39
2009-12-23,H,0,0,0,1,0,0,0,0,0,18,ANA,0,14:20
2009-12-21,H,0,1,1,1,0,0,0,0,0,18,CBJ,2,11:00
