gameDate,homeRoadFlag,goals,assists,points,plusMinus,powerPlayGoals,powerPlayPoints,gameWinningGoals,otGoals,shots,shifts,opponentAbbrev,pim,toi
2014-04-01,H,0,0,0,-2,0,0,0,0,4,19,DAL,0,16:01
2014-03-29,H,0,1,1,0,0,0,0,0,0,17,BOS,2,13:51
2014-03-05,R,0,0,0,0,0,0,0,0,0,7,PHI,15,5:34
2014-03-02,H,0,0,0,0,0,0,0,0,0,13,PHI,2,10:44
2014-03-01,R,0,0,0,1,0,0,0,0,0,18,BOS,0,17:12
2014-02-27,R,0,0,0,0,0,0,0,0,0,21,FLA,0,18:04
2014-02-04,H,0,0,0,-1,0,0,0,0,1,18,NYI,2,13:49
2014-02-02,H,0,0,0,1,0,0,0,0,2,23,DET,0,18:13
2014-01-31,R,0,0,0,-2,0,0,0,0,1,23,DET,0,18:17
2014-01-30,R,0,0,0,0,0,0,0,0,2,24,CBJ,4,17:08
2014-01-28,R,0,0,0,-1,0,0,0,0,2,19,BUF,0,15:05
2014-01-25,R,1,0,1,2,0,0,0,0,3,20,MTL,0,15:46
2014-01-24,R,0,1,1,1,0,0,0,0,1,19,NJD,0,16:51
2014-01-19,R,0,0,0,0,0,0,0,0,0,22,NYR,2,15:36
2014-01-17,R,0,0,0,0,0,0,0,0,1,19,CBJ,0,17:01
2014-01-15,R,0,0,0,-1,0,0,0,0,0,17,PIT,2,14:00
2014-01-14,H,0,0,0,0,0,0,0,0,1,19,SJS,0,17:00
2014-01-12,H,0,0,0,1,0,0,0,0,1,22,BUF,0,19:28
2014-01-10,H,0,0,0,0,0,0,0,0,2,16,TOR,9,13:37
2014-01-09,R,0,0,0,-1,0,0,0,0,0,15,TBL,0,12:51
2014-01-04,R,0,0,0,0,0,0,0,0,1,19,MIN,0,14:41
2014-01-02,H,0,0,0,1,0,0,0,0,2,21,CAR,0,14:53
2013-12-30,R,0,0,0,-1,0,0,0,0,1,20,OTT,0,13:29
2013-12-29,R,0,0,0,-1,0,0,0,0,2,19,BUF,0,17:29
2013-12-27,H,0,0,0,1,0,0,0,0,0,19,NYR,0,14:59
2013-12-23,H,0,0,0,1,0,0,0,0,1,19,ANA,0,14:00
2013-12-21,H,0,0,0,1,0,0,0,0,0,15,NJD,0,14:24
2013-12-20,R,0,0,0,0,0,0,0,0,0,23,CAR,2,17:30
2013-12-17,R,0,0,0,1,0,0,0,0,1,20,PHI,4,18:22
2013-12-15,H,0,0,0,-2,0,0,0,0,0,16,PHI,0,12:50
2013-10-26,R,0,0,0,0,0,0,0,0,0,20,CGY,0,14:51
2013-10-24,R,0,0,0,0,0,0,0,0,1,20,EDM,2,18:13
2013-10-22,R,0,1,1,1,0,0,0,0,1,19,WPG,4,14:17
2013-10-10,H,0,0,0,-2,0,0,0,0,1,19,CAR,2,15:50
2013-10-05,R,0,0,0,-2,0,0,0,0,4,19,DAL,2,16:07
2013-10-03,H,0,0,0,0,0,0,0,0,1,24,CGY,2,19:15
2013-10-01,R,0,0,0,-1,0,0,0,0,1,24,CHI,0,19:48
