gameDate,homeRoadFlag,goals,assists,points,plusMinus,powerPlayGoals,powerPlayPoints,gameWinningGoals,otGoals,shots,shifts,opponentAbbrev,pim,toi
2010-04-11,H,0,0,0,-1,0,0,0,0,0,22,NYR,2,13:36
2010-04-09,R,0,0,0,0,0,0,0,0,1,23,NYR,0,14:16
2010-04-06,R,0,0,0,0,0,0,0,0,0,19,TOR,0,14:49
2010-04-04,H,0,0,0,1,0,0,0,0,1,24,DET,0,15:27
2010-04-02,H,0,0,0,0,0,0,0,0,1,22,MTL,2,15:21
2010-04-01,R,0,0,0,-2,0,0,0,0,1,22,NYI,0,16:51
2010-03-28,H,1,0,1,0,0,0,0,0,2,24,NJD,0,17:01
2010-03-27,R,0,0,0,-1,0,0,0,0,0,25,PIT,0,18:03
2010-03-25,H,0,0,0,-1,0,0,0,0,2,29,MIN,0,22:17
2010-03-20,R,0,0,0,-1,0,0,0,0,2,26,ATL,0,18:36
2010-03-18,R,0,0,0,1,0,0,0,0,0,26,DAL,0,18:40
2010-03-16,R,0,0,0,0,0,0,0,0,2,28,NSH,0,19:34
2010-03-14,R,0,0,0,0,0,0,0,0,0,23,NYR,2,17:10
2010-03-13,H,0,0,0,-1,0,0,0,0,3,20,CHI,0,14:13
2010-03-11,H,0,0,0,-3,0,0,0,0,1,29,BOS,0,20:18
2010-03-09,H,0,0,0,1,0,0,0,0,0,22,NYI,2,15:12
2010-03-07,H,0,0,0,0,0,0,0,0,0,23,TOR,0,15:32
2010-03-05,R,0,1,1,0,0,0,0,0,1,27,BUF,0,19:41
2010-03-03,R,0,0,0,-1,0,0,0,0,2,28,FLA,2,16:21
2010-03-02,R,0,0,0,-2,0,0,0,0,0,28,TBL,0,18:07
2010-02-13,R,0,0,0,0,0,0,0,0,0,30,MTL,2,21:05
2010-02-12,H,0,0,0,0,0,0,0,0,1,22,MTL,0,13:08
2010-02-10,R,0,0,0,0,0,0,0,0,0,26,NJD,0,18:31
2010-02-08,H,0,0,0,0,0,0,0,0,1,22,NJD,2,15:38
2010-02-06,R,0,0,0,0,0,0,0,0,1,21,MIN,0,15:21
2010-02-03,R,0,0,0,0,0,0,0,0,1,22,EDM,0,14:58
2010-02-01,R,0,0,0,0,0,0,0,0,2,25,CGY,0,18:25
2009-12-17,R,0,0,0,-2,0,0,0,0,2,21,DET,0,14:23
2009-12-15,R,0,0,0,-2,0,0,0,0,0,23,NSH,0,16:08
2009-12-09,H,0,0,0,0,0,0,0,0,1,30,EDM,0,19:07
2009-12-07,H,0,0,0,-1,0,0,0,0,1,26,WSH,0,18:02
2009-12-05,H,0,0,0,1,0,0,0,0,0,25,NYI,0,19:14
2009-12-04,R,0,0,0,1,0,0,0,0,1,25,NJD,2,19:45
2009-12-02,R,0,0,0,-1,0,0,0,0,2,23,BOS,0,17:29
2009-11-30,H,0,0,0,-1,0,0,0,0,0,23,COL,0,16:32
2009-11-28,R,0,0,0,1,0,0,0,0,0,25,DAL,0,19:04
2009-11-27,H,0,0,0,0,0,0,0,0,1,28,NYR,0,20:05
2009-11-25,H,0,0,0,1,0,0,0,0,1,29,TOR,0,19:57
2009-11-22,R,0,0,0,0,0,0,0,0,0,26,ATL,0,18:14
2009-11-21,R,0,0,0,-1,0,0,0,0,0,27,CAR,4,16:08
2009-11-19,R,0,0,0,1,0,0,0,0,1,24,ANA,2,16:55
2009-11-16,R,0,1,1,1,0,0,0,0,0,22,PHX,0,16:58
2009-11-14,H,0,0,0,0,0,0,0,0,0,26,LAK,2,20:00
2009-11-12,H,0,0,0,0,0,0,0,0,0,27,MIN,0,20:08
2009-11-07,R,0,0,0,0,0,0,0,0,0,25,MTL,0,20:16
2009-11-05,R,0,0,0,0,0,0,0,0,0,27,OTT,0,19:08
2009-11-03,R,0,0,0,0,0,0,0,0,3,22,TOR,9,14:42
2009-11-02,R,0,0,0,-2,0,0,0,0,1,23,PHI,0,16:13
2009-10-12,H,0,0,0,0,0,0,0,0,1,18,FLA,0,13:06
2009-10-10,H,0,0,0,0,0,0,0,0,2,15,CAR,2,11:31
