gameDate,homeRoadFlag,goals,assists,points,plusMinus,powerPlayGoals,powerPlayPoints,gameWinningGoals,otGoals,shots,shifts,opponentAbbrev,pim,toi
2025-03-14,H,0,1,1,-2,0,0,0,0,1,33,COL,0,23:30
2025-03-12,H,0,1,1,0,0,0,0,0,1,39,VAN,0,26:43
2025-03-08,H,0,0,0,0,0,0,0,0,1,32,MTL,0,23:42
2025-03-06,R,0,0,0,0,0,0,0,0,3,36,DAL,0,22:43
2025-03-04,R,0,0,0,-1,0,0,0,0,2,32,PHI,0,22:17
2025-03-02,R,0,0,0,-2,0,0,0,0,2,34,CAR,0,27:12
2025-03-01,R,0,0,0,-1,0,0,0,0,1,32,FLA,2,22:22
2025-02-27,R,0,0,0,-2,0,0,0,0,3,33,TBL,0,23:17
2025-02-25,R,0,0,0,1,0,0,0,0,1,31,WSH,0,23:31
2025-02-23,H,0,0,0,-1,0,0,0,0,1,36,SJS,0,25:47
2025-02-08,H,0,0,0,-1,0,0,0,0,1,36,SEA,0,24:57
2025-02-06,H,1,0,1,-1,0,0,0,0,2,31,COL,0,25:05
2025-02-04,H,0,0,0,-3,0,0,0,0,2,31,TOR,0,22:32
2025-02-02,R,0,1,1,0,0,0,0,0,0,32,SEA,0,22:19
2025-02-01,H,0,0,0,-1,0,0,0,0,4,33,DET,0,21:34
2025-01-30,H,0,0,0,1,0,0,0,0,2,32,ANA,2,21:14
2025-01-28,H,0,0,0,0,0,0,0,0,5,30,WSH,2,23:44
2025-01-26,R,0,0,0,-1,0,0,0,0,1,29,WPG,4,21:33
2025-01-25,R,1,0,1,0,1,1,0,0,1,36,MIN,4,24:30
2025-01-23,H,0,0,0,-1,0,0,0,0,2,35,BUF,2,23:18
2025-01-18,R,0,0,0,1,0,0,0,0,1,32,WPG,0,22:53
2025-01-16,R,0,0,0,-2,0,0,0,0,5,34,STL,0,24:23
2025-01-14,R,0,0,0,1,0,0,0,0,4,32,STL,0,24:37
2025-01-13,R,0,0,0,1,0,0,0,0,2,30,CHI,0,22:14
2025-01-11,H,0,0,0,0,0,0,0,0,0,32,LAK,2,21:14
2025-01-07,R,0,0,0,-1,0,0,0,0,3,32,ANA,0,22:23
2025-01-04,H,0,1,1,0,0,0,0,0,1,27,NSH,0,22:20
2025-01-02,H,0,1,1,-2,0,0,0,0,2,31,UTA,0,25:57
2024-12-31,H,0,0,0,0,0,0,0,0,1,33,VAN,2,24:52
2024-12-29,R,0,0,0,-1,0,0,0,0,1,31,VGK,4,23:31
2024-12-28,R,0,1,1,0,0,0,0,0,2,29,SJS,0,23:56
2024-12-21,H,0,0,0,0,0,0,0,0,3,29,CHI,0,25:59
2024-12-19,H,0,0,0,-1,0,0,0,0,0,37,OTT,0,23:16
2024-12-17,H,0,0,0,-2,0,0,0,0,2,35,BOS,0,25:19
2024-12-14,H,0,0,0,2,0,0,0,0,3,33,FLA,2,21:19
2024-12-12,H,0,0,0,0,0,0,0,0,2,29,TBL,0,23:33
2024-12-10,R,0,0,0,-3,0,0,0,0,4,33,NSH,0,23:23
2024-12-08,R,0,0,0,-4,0,0,0,0,4,34,DAL,0,22:40
2024-12-05,H,0,0,0,-2,0,0,0,0,2,37,STL,0,26:04
2024-12-03,H,1,0,1,1,1,1,1,0,1,30,CBJ,2,21:37
2024-11-30,R,0,0,0,1,0,0,0,0,4,31,PIT,12,23:35
2024-11-29,R,0,1,1,0,0,0,0,0,2,32,CBJ,0,22:10
2024-11-27,R,0,0,0,0,0,0,0,0,1,32,DET,0,25:47
2024-11-25,R,0,0,0,1,0,0,0,0,1,35,OTT,0,28:05
2024-11-23,H,0,1,1,-1,0,0,0,0,1,35,MIN,0,27:14
2024-11-21,H,0,0,0,0,0,0,0,0,1,31,NYR,0,24:55
2024-11-19,H,1,0,1,0,1,1,0,0,2,40,NYI,2,27:14
2024-11-15,H,0,0,0,1,0,0,0,0,3,33,NSH,0,25:21
2024-11-12,R,0,0,0,0,0,0,0,0,2,33,VAN,0,24:54
2024-11-11,H,0,0,0,1,0,0,0,0,0,31,LAK,0,23:50
2024-11-09,R,0,0,0,-1,0,0,0,0,1,31,BUF,0,26:25
2024-11-07,R,0,0,0,-2,0,0,0,0,1,38,BOS,2,27:33
2024-11-05,R,0,0,0,1,0,0,0,0,4,31,MTL,0,24:57
2024-11-03,H,0,0,0,-2,0,0,0,0,4,29,EDM,0,25:32
2024-11-01,H,0,1,1,2,0,0,0,0,3,34,NJD,0,25:35
2024-10-30,R,0,0,0,-1,0,0,0,0,2,30,UTA,0,23:39
2024-10-28,R,0,0,0,-3,0,0,0,0,1,33,VGK,0,25:40
2024-10-26,H,1,0,1,0,0,0,0,0,3,30,WPG,4,23:42
2024-10-24,H,0,1,1,-1,0,0,0,0,1,29,CAR,0,23:56
2024-10-22,H,1,1,2,1,0,0,0,0,3,32,PIT,0,25:20
2024-10-19,R,0,0,0,-1,0,0,0,0,0,30,SEA,0,25:24
2024-10-15,H,0,1,1,1,0,0,0,0,1,30,CHI,2,23:09
2024-10-13,R,1,2,3,4,0,0,0,0,2,28,EDM,0,24:58
2024-10-12,H,0,0,0,1,0,0,0,0,0,29,PHI,0,21:54
2024-10-09,R,1,1,2,1,0,0,0,0,3,32,VAN,0,22:03
