gameDate,homeRoadFlag,goals,assists,points,plusMinus,powerPlayGoals,powerPlayPoints,gameWinningGoals,otGoals,shots,shifts,opponentAbbrev,pim,toi
2025-03-15,H,0,0,0,2,0,0,0,0,0,28,NJD,0,23:10
2025-03-13,H,0,0,0,2,0,0,0,0,0,26,STL,0,24:47
2025-03-11,H,0,0,0,1,0,0,0,0,0,26,VGK,0,23:46
2025-03-09,R,0,1,1,2,0,0,0,0,0,25,MIN,2,19:19
2025-03-07,R,0,0,0,0,0,0,0,0,0,23,VGK,0,21:14
2025-03-04,R,0,0,0,0,0,0,0,0,0,27,COL,0,21:08
2025-03-02,H,0,1,1,0,0,0,0,0,2,28,TOR,0,22:24
2025-03-01,H,0,0,0,-1,0,0,0,0,1,27,BOS,0,24:10
2025-02-27,H,0,1,1,3,0,0,0,0,3,26,PHI,0,22:44
2025-02-25,R,0,0,0,-1,0,0,0,0,1,25,PHI,0,17:48
2025-02-23,H,0,0,0,0,0,0,0,0,0,8,NYR,0,5:00
2025-02-22,H,0,0,0,-1,0,0,0,0,1,27,WSH,0,19:03
2025-02-08,R,0,1,1,1,0,0,0,0,0,25,PHI,0,20:00
2025-02-07,R,0,0,0,1,0,0,0,0,2,23,NYR,0,19:29
2025-02-04,H,0,0,0,-1,0,0,0,0,2,27,NJD,0,24:32
2025-02-01,H,0,0,0,1,0,0,0,0,2,23,NSH,0,20:56
2025-01-29,R,0,1,1,1,0,0,0,0,0,29,UTA,0,21:30
2025-01-27,R,0,1,1,1,0,0,0,0,2,24,SJS,0,20:46
2025-01-25,R,0,0,0,-2,0,0,0,0,1,24,SEA,0,19:21
2025-01-23,R,0,0,0,-1,0,0,0,0,3,22,ANA,0,21:38
2025-01-20,R,0,1,1,1,0,0,0,0,2,27,LAK,2,18:14
2025-01-18,R,0,0,0,0,0,0,0,0,0,19,WSH,0,18:24
2025-01-17,R,0,2,2,0,0,0,0,0,0,26,BUF,0,24:07
2025-01-14,H,0,0,0,-1,0,0,0,0,2,21,SEA,0,19:57
2025-01-12,H,0,0,0,-2,0,0,0,0,0,22,TBL,0,18:47
2025-01-11,H,0,0,0,-1,0,0,0,0,1,23,OTT,0,21:14
2025-01-09,H,0,0,0,-1,0,0,0,0,0,24,EDM,0,18:51
2025-01-07,H,0,1,1,0,0,0,0,0,0,29,CBJ,0,22:39
2025-01-05,R,0,1,1,0,0,0,0,0,2,26,CAR,0,20:47
2025-01-03,R,0,1,1,-1,0,0,0,0,1,25,FLA,0,19:44
2024-12-31,R,0,0,0,1,0,0,0,0,0,26,DET,0,21:37
2024-12-29,H,0,1,1,1,0,0,0,0,3,27,NYI,0,20:15
2024-12-28,R,0,1,1,-2,0,0,0,0,1,26,NYI,0,20:04
2024-12-23,H,0,0,0,2,0,0,0,0,0,26,PHI,0,19:54
2024-12-21,R,0,0,0,-1,0,0,0,0,0,27,NJD,0,25:09
2024-12-19,R,0,1,1,1,0,0,0,0,0,27,NSH,0,19:42
2024-12-17,H,1,0,1,1,0,0,0,0,5,25,LAK,0,22:13
2024-12-14,R,0,1,1,1,0,0,0,0,4,30,OTT,0,24:11
2024-12-12,R,0,2,2,2,0,0,0,0,0,24,MTL,0,17:24
2024-12-10,H,0,0,0,-1,0,0,0,0,2,24,COL,0,19:38
2024-12-07,H,0,1,1,0,0,0,0,0,1,22,TOR,0,17:57
2024-12-06,R,0,0,0,-1,0,0,0,0,2,25,NYR,0,21:22
2024-12-03,H,0,1,1,1,0,0,0,0,0,25,FLA,0,19:58
2024-11-30,H,0,2,2,-1,0,0,0,0,2,29,CGY,0,20:33
2024-11-29,R,0,0,0,0,0,0,0,0,1,27,BOS,0,21:54
2024-11-27,H,0,0,0,1,0,0,0,0,1,23,VAN,0,15:34
2024-11-23,H,0,0,0,-2,0,0,0,0,3,23,UTA,2,18:36
2024-11-22,H,0,0,0,0,0,0,0,0,1,25,WPG,0,20:45
2024-11-19,H,0,1,1,-2,0,0,0,0,1,24,TBL,0,17:09
2024-11-16,H,0,0,0,0,0,0,0,0,1,27,SJS,0,21:16
2024-11-15,R,0,0,0,0,0,0,0,0,0,25,CBJ,0,17:30
2024-11-13,H,0,0,0,-1,0,0,0,0,1,28,DET,0,20:49
2024-11-11,H,0,0,0,-3,0,0,0,0,0,25,DAL,0,17:58
2024-11-08,R,0,0,0,2,0,0,0,0,0,24,WSH,0,18:16
2024-11-07,R,0,0,0,0,0,0,0,0,2,24,CAR,0,23:22
2024-11-05,R,0,1,1,-1,0,0,0,0,0,29,NYI,0,21:43
2024-11-02,H,0,0,0,0,0,0,0,0,0,25,MTL,0,19:56
2024-10-31,H,0,1,1,1,0,0,0,0,1,25,ANA,0,21:30
2024-10-29,H,0,1,1,-1,0,0,0,0,1,23,MIN,0,18:24
2024-10-26,R,0,1,1,-2,0,0,0,0,1,22,VAN,0,18:05
2024-10-25,R,0,0,0,-1,0,0,0,0,1,26,EDM,0,21:06
2024-10-22,R,0,1,1,0,0,0,0,0,2,24,CGY,2,19:06
2024-10-20,R,0,0,0,-2,0,0,0,0,4,27,WPG,0,21:10
2024-10-18,H,0,0,0,-1,0,0,0,0,2,26,CAR,0,18:29
2024-10-16,H,0,0,0,0,0,0,0,0,2,28,BUF,2,20:55
2024-10-14,R,0,2,2,2,0,0,0,0,2,26,MTL,0,20:53
2024-10-12,R,0,0,0,-1,0,0,0,0,1,24,TOR,0,21:58
2024-10-10,R,0,0,0,1,0,0,0,0,0,25,DET,0,19:31
2024-10-09,H,0,0,0,-2,0,0,0,0,1,28,NYR,0,20:44
