gameDate,homeRoadFlag,goals,assists,points,plusMinus,powerPlayGoals,powerPlayPoints,gameWinningGoals,otGoals,shots,shifts,opponentAbbrev,pim,toi
2025-03-16,R,0,0,0,0,0,0,0,0,1,27,DET,2,21:26
2025-03-15,R,0,1,1,1,0,0,0,0,2,27,BUF,0,20:58
2025-03-13,R,1,0,1,2,0,0,0,0,2,23,CBJ,0,19:22
2025-03-11,R,0,0,0,-1,0,0,0,0,5,30,PIT,0,23:25
2025-03-09,H,0,0,0,-2,0,0,0,0,1,27,LAK,0,20:46
2025-03-07,H,0,0,0,1,0,0,0,0,0,23,PIT,0,21:01
2025-03-05,H,0,0,0,-1,0,0,0,0,1,29,TOR,2,23:38
2025-03-02,H,0,0,0,0,0,0,0,0,1,24,NJD,0,22:17
2025-02-27,H,0,1,1,1,0,0,0,0,2,25,CHI,0,21:38
2025-02-24,R,0,0,0,-4,0,0,0,0,1,26,LAK,0,23:24
2025-02-22,H,0,0,0,0,0,0,0,0,1,21,VAN,2,24:25
2025-02-08,R,0,0,0,0,0,0,0,0,3,26,BOS,0,20:42
2025-02-06,R,0,0,0,0,0,0,0,0,1,25,NJD,0,20:26
2025-02-04,R,0,0,0,1,0,0,0,0,1,26,NYI,0,19:46
2025-02-02,R,0,0,0,-1,0,0,0,0,1,27,NYR,2,21:23
2025-01-30,H,0,0,0,-1,0,0,0,0,4,24,CBJ,0,24:30
2025-01-28,H,0,0,0,-2,0,0,0,0,3,25,DAL,0,23:09
2025-01-26,H,0,0,0,2,0,0,0,0,0,24,FLA,0,24:22
2025-01-24,R,0,0,0,-1,0,0,0,0,2,24,DAL,0,22:42
2025-01-23,R,0,1,1,1,0,0,0,0,0,27,STL,0,25:07
2025-01-20,H,0,1,1,-1,0,0,0,0,2,28,STL,0,23:31
2025-01-18,R,0,1,1,-1,0,0,0,0,1,26,CHI,2,21:01
2025-01-17,R,0,1,1,-2,0,0,0,0,1,25,CAR,0,23:17
2025-01-14,R,0,0,0,-2,0,0,0,0,3,28,NSH,0,21:28
2025-01-12,H,0,0,0,0,0,0,0,0,2,24,MIN,0,22:40
2025-01-11,H,0,0,0,-1,0,0,0,0,2,25,NYR,0,20:29
2025-01-09,H,0,0,0,-1,0,0,0,0,1,26,NYI,0,23:23
2025-01-07,R,0,0,0,1,0,0,0,0,2,24,SJS,0,23:45
2025-01-04,H,0,0,0,1,0,0,0,0,4,27,BUF,0,25:37
2025-01-02,H,0,1,1,0,0,0,0,0,0,25,PHI,0,24:16
2024-12-31,H,0,0,0,0,0,0,0,0,2,25,MTL,0,23:24
2024-12-29,H,0,1,1,1,0,0,0,0,1,25,CGY,0,24:54
2024-12-27,R,0,3,3,3,0,0,0,0,3,23,SJS,0,21:21
2024-12-23,H,0,0,0,0,0,0,0,0,2,23,ANA,0,22:08
2024-12-21,H,0,0,0,3,0,0,0,0,1,28,SEA,2,23:02
2024-12-19,H,1,0,1,3,0,0,0,0,3,27,VAN,0,24:13
2024-12-15,R,0,0,0,1,0,0,0,0,0,24,MIN,0,23:31
2024-12-14,R,0,0,0,1,0,0,0,0,4,28,EDM,0,22:38
2024-12-12,R,0,0,0,0,0,0,0,0,2,27,WPG,0,22:54
2024-12-06,H,0,0,0,-1,0,0,0,0,1,33,DAL,0,27:04
2024-12-04,R,0,0,0,1,0,0,0,0,2,25,ANA,0,22:01
2024-12-03,H,0,0,0,1,0,0,0,0,0,24,EDM,0,22:39
2024-11-30,H,0,0,0,-2,0,0,0,0,1,24,UTA,0,22:48
2024-11-29,H,0,0,0,0,0,0,0,0,4,28,WPG,0,21:18
2024-11-27,R,0,1,1,1,0,0,0,0,1,31,COL,2,25:40
2024-11-20,R,0,0,0,-2,0,0,0,0,3,23,TOR,0,19:49
2024-11-17,H,0,1,1,0,0,0,0,0,1,26,WSH,0,23:29
2024-11-15,R,0,0,0,0,0,0,0,0,2,26,UTA,0,21:50
2024-11-13,R,0,0,0,-1,0,0,0,0,3,27,ANA,0,22:44
2024-11-11,H,0,0,0,-3,0,0,0,0,0,28,CAR,0,21:03
2024-11-08,R,1,0,1,1,0,0,0,0,3,26,SEA,0,23:49
2024-11-06,R,0,0,0,1,0,0,0,0,4,29,EDM,0,23:31
2024-11-02,H,0,0,0,2,0,0,0,0,0,27,UTA,0,24:56
2024-10-30,R,0,0,0,-3,0,0,0,0,3,24,LAK,0,21:46
2024-10-28,H,1,0,1,3,0,0,1,0,4,24,CGY,0,19:54
2024-10-26,H,0,2,2,-1,0,0,0,0,0,25,SJS,0,19:43
2024-10-25,H,0,3,3,4,0,0,0,0,4,25,OTT,0,23:39
2024-10-22,H,0,3,3,2,0,0,0,0,2,28,LAK,2,20:54
2024-10-19,R,0,0,0,0,0,0,0,0,0,28,FLA,0,22:51
2024-10-17,R,0,0,0,-2,0,0,0,0,3,24,TBL,0,20:54
2024-10-15,R,0,0,0,1,0,0,0,0,1,23,WSH,0,20:53
2024-10-13,H,0,1,1,1,0,0,0,0,4,22,ANA,0,21:57
2024-10-11,H,0,1,1,1,0,0,0,0,0,28,STL,0,22:29
2024-10-09,H,0,1,1,1,0,0,0,0,2,26,COL,0,20:12
