,name,player_id,icetime,goals,unblocked_shot_attempts,rebounds,freeze,on_goal,play_stopped,play_continued_in_zone,play_continued_outside_zone,low_danger_shots,medium_danger_shots,high_danger_shots,low_danger_goals,medium_danger_goals,high_danger_goals,blocked_shot_attempts
22,"Garon, Mathieu",8464999,3124.2820512820517,2.4743589743589745,47.16025641025641,1.7115384615384617,4.608974358974359,24.78205128205128,0.8589743589743589,11.878205128205128,13.5,26.487179487179485,6.602564102564102,1.8653846153846156,0.8205128205128205,0.935897435897436,0.717948717948718,12.205128205128204
23,"Valiquette, Steve",8465161,3337.714285714286,2.857142857142857,50.90476190476191,2.0,5.047619047619048,27.52380952380953,0.9523809523809524,13.857142857142858,13.80952380952381,27.904761904761905,8.476190476190476,2.142857142857143,1.238095238095238,1.0476190476190477,0.5714285714285714,12.38095238095238
24,"Luongo, Roberto",8466141,3461.0433996383363,2.363471971066908,51.25497287522604,1.837251356238698,7.285714285714286,28.95840867992767,1.0090415913200723,11.969258589511757,14.678119349005424,29.669077757685358,7.3092224231464735,2.2007233273056057,0.7486437613019892,0.8209764918625678,0.7938517179023508,12.075949367088608
25,"Clemmensen, Scott",8466339,3207.8957055214723,2.4662576687116564,48.7239263803681,1.6196319018404908,5.6871165644171775,26.63803680981595,0.6134969325153374,12.042944785276074,14.153374233128837,28.15950920245399,6.7975460122699385,1.8650306748466257,0.852760736196319,0.9447852760736196,0.6687116564417178,11.901840490797548
26,"LaBarbera, Jason",8467391,3088.822429906542,2.336448598130841,46.81308411214953,2.05607476635514,5.94392523364486,26.186915887850468,0.6728971962616822,12.22429906542056,13.121495327102805,27.710280373831772,6.925233644859813,1.8691588785046729,0.8317757009345794,0.8411214953271028,0.6635514018691588,10.30841121495327
27,"Sabourin, Dany",8467430,3124.5263157894738,2.473684210526316,48.26315789473684,1.6842105263157894,5.894736842105263,24.36842105263158,0.6842105263157895,11.263157894736842,12.0,25.473684210526315,6.2631578947368425,2.3157894736842106,0.6842105263157895,1.0,0.7894736842105263,14.210526315789474
28,"Raycroft, Andrew",8467453,3004.4938271604938,2.469135802469136,46.23456790123457,1.8271604938271604,5.950617283950617,24.97530864197531,0.654320987654321,10.901234567901234,13.123456790123456,27.320987654320987,5.950617283950617,1.6790123456790125,0.9012345679012346,0.9012345679012346,0.6666666666666666,11.283950617283953
29,"Niittymaki, Antero",8467511,3357.657142857143,2.6095238095238096,51.42857142857143,2.219047619047619,5.980952380952381,28.09523809523809,0.6666666666666666,12.495238095238095,15.01904761904762,29.8,6.6761904761904765,2.638095238095238,0.8666666666666667,0.7714285714285715,0.9714285714285714,12.314285714285717
30,"Auld, Alex",8467913,3220.5670103092784,2.422680412371134,48.39175257731959,1.7010309278350515,4.752577319587629,25.47422680412371,0.8144329896907216,11.515463917525771,14.618556701030927,27.1340206185567,6.680412371134021,2.0103092783505154,0.8556701030927835,0.8969072164948454,0.6701030927835051,12.56701030927835
31,"Anderson, Craig",8467950,3425.5879556259906,2.713153724247227,55.94611727416799,2.1838351822503963,6.7781299524564185,31.106180665610143,0.884310618066561,13.606973058637085,16.142630744849445,32.30744849445325,7.656101426307448,2.469096671949287,0.8716323296354992,0.9445324881141046,0.8969889064976229,13.513470681458005
32,"Miller, Ryan",8468011,3442.693739424704,2.510998307952623,54.18274111675127,1.8172588832487309,7.050761421319797,30.076142131979694,0.9086294416243654,12.893401015228426,15.94585448392555,31.27749576988156,7.822335025380711,2.1421319796954315,0.8815566835871405,0.9069373942470388,0.7225042301184433,12.94077834179357
33,"Leighton, Michael",8468038,3156.95,2.6166666666666667,50.45,2.35,5.283333333333333,26.28333333333333,0.75,11.7,14.45,27.633333333333333,7.216666666666667,2.45,0.7666666666666667,0.9666666666666668,0.8833333333333333,13.15
34,"Sanford, Curtis",8468166,3224.181818181818,2.327272727272727,46.763636363636365,1.4727272727272729,4.563636363636364,25.8,0.8545454545454545,12.363636363636363,14.181818181818182,27.963636363636365,5.963636363636364,1.7818181818181815,0.7636363636363637,0.8181818181818182,0.7454545454545455,11.054545454545456
35,"DiPietro, Rick",8468481,3395.6875,3.1875,56.22916666666666,2.2916666666666665,6.395833333333333,28.02083333333333,0.8125,12.104166666666666,14.875,30.70833333333333,7.0625,2.6041666666666665,1.1041666666666667,0.9166666666666666,1.1666666666666667,15.854166666666666
36,"Bryzgalov, Ilya",8468524,3464.908823529412,2.5352941176470587,54.15,1.8852941176470588,6.16764705882353,28.544117647058822,0.7529411764705882,13.441176470588236,15.870588235294118,31.31764705882353,7.411764705882353,2.094117647058824,0.8088235294117647,0.9264705882352942,0.8,13.326470588235294
37,"Ellis, Dan",8468540,3232.047904191617,2.6107784431137726,49.20958083832336,1.9221556886227544,5.389221556886228,26.377245508982035,0.7784431137724551,11.694610778443112,14.520958083832337,28.143712574850294,6.610778443113772,2.305389221556886,0.8562874251497006,0.874251497005988,0.8802395209580839,12.149700598802395
38,"Tellqvist, Mikael",8468550,2878.5238095238096,2.238095238095238,45.57142857142857,1.1904761904761905,5.761904761904762,25.38095238095238,0.7142857142857143,12.238095238095235,13.19047619047619,27.761904761904763,5.714285714285714,1.5238095238095235,0.6190476190476191,0.9047619047619048,0.7142857142857143,10.571428571428571
39,"Lundqvist, Henrik",8468685,3490.6454413892907,2.4081041968162085,55.24602026049204,2.014471780028944,6.209840810419681,29.483357452966715,0.9334298118668596,13.739507959479017,15.54413892908828,31.32272069464544,7.340086830680174,2.3111432706222867,0.8668596237337193,0.7973950795947902,0.743849493487699,14.272069464544138
40,"Conklin, Ty",8469152,3259.0857142857144,2.5142857142857142,45.32380952380952,1.2857142857142858,6.123809523809523,25.96190476190476,1.0571428571428572,11.066666666666666,13.219047619047618,26.504761904761907,7.133333333333334,1.6,0.9523809523809524,0.9428571428571428,0.6190476190476191,10.085714285714284
41,"Leclaire, Pascal",8469461,3181.516666666667,2.8666666666666667,47.28333333333333,1.9333333333333331,4.483333333333333,25.616666666666667,0.8166666666666667,12.033333333333331,13.333333333333334,26.816666666666663,5.966666666666667,2.5166666666666666,0.9833333333333332,0.9,0.9833333333333332,11.983333333333333
42,"Budaj, Peter",8469514,3288.169421487604,2.471074380165289,50.09504132231405,1.871900826446281,5.396694214876033,25.785123966942148,1.0041322314049588,11.665289256198347,14.260330578512397,28.12396694214876,6.6115702479338845,1.975206611570248,0.8512396694214877,0.871900826446281,0.7479338842975206,13.384297520661155
43,"Emery, Ray",8469548,3164.143790849673,2.366013071895425,47.52287581699346,1.869281045751634,5.5359477124183005,24.96078431372549,0.7320261437908496,11.50326797385621,13.065359477124185,26.26797385620915,6.5359477124183005,2.2679738562091503,0.7516339869281046,0.803921568627451,0.8104575163398693,12.450980392156865
44,"Smith, Mike",8469608,3431.819967266776,2.5941080196399344,54.41734860883797,2.1456628477905078,6.779050736497545,29.7037643207856,0.9312602291325696,13.328968903436987,15.448445171849428,31.03764320785597,7.787234042553192,2.46481178396072,0.8707037643207856,0.8887070376432079,0.8346972176759411,13.127659574468083
45,"Huet, Cristobal",8469658,3411.887640449438,2.393258426966292,44.19101123595506,1.4606741573033708,4.775280898876405,24.325842696629213,0.8876404494382022,10.224719101123595,13.584269662921349,24.08988764044944,6.98876404494382,1.9101123595505616,0.8089887640449438,0.9213483146067416,0.6629213483146067,11.202247191011235
46,"Gerber, Martin",8469675,3578.620689655173,2.827586206896552,59.03448275862069,1.5862068965517242,5.137931034482759,30.82758620689655,0.7586206896551724,16.517241379310345,16.551724137931036,32.758620689655174,7.9655172413793105,2.9655172413793105,0.896551724137931,0.8620689655172413,1.0689655172413792,15.344827586206897
47,"MacDonald, Joey",8469732,3279.396551724138,2.7413793103448274,53.12068965517241,1.9655172413793105,6.836206896551724,28.189655172413797,0.956896551724138,12.301724137931034,14.741379310344827,30.155172413793103,7.0344827586206895,2.1724137931034484,0.9051724137931034,0.9655172413793104,0.8706896551724138,13.758620689655173
48,"Deslauriers, Jeff",8470074,3458.1451612903224,3.1129032258064515,59.46774193548387,2.096774193548387,7.935483870967742,31.35483870967742,1.1129032258064515,15.161290322580646,15.903225806451612,33.225806451612904,9.209677419354838,2.6451612903225805,1.032258064516129,1.1774193548387095,0.9032258064516128,14.387096774193548
49,"McKenna, Mike",8470093,3058.9714285714285,3.057142857142857,47.71428571428572,1.4,5.542857142857143,27.914285714285715,0.7428571428571429,11.82857142857143,14.457142857142856,28.2,7.257142857142857,1.6857142857142855,1.0571428571428572,1.1142857142857143,0.8857142857142857,10.571428571428571
50,"Lehtonen, Kari",8470140,3387.580448065173,2.519348268839104,54.34419551934827,2.195519348268839,6.462321792260693,28.629327902240327,0.8737270875763747,13.285132382892057,14.80040733197556,30.380855397148675,7.360488798370672,2.4480651731160896,0.869653767820774,0.8574338085539714,0.7922606924643585,14.15478615071283
51,"McElhinney, Curtis",8470147,3155.798353909465,2.497942386831276,48.74074074074074,1.991769547325103,5.436213991769547,26.954732510288064,0.9958847736625516,12.242798353909466,14.02880658436214,27.83539094650206,7.246913580246914,2.230452674897119,0.8148148148148148,0.9382716049382716,0.7448559670781894,11.427983539094653
52,"Harding, Josh",8470216,3130.0,2.0982142857142856,48.21428571428572,1.6071428571428572,6.839285714285714,25.794642857142858,0.6785714285714286,11.455357142857142,13.169642857142858,27.9375,6.339285714285714,1.7053571428571428,0.6875,0.9375,0.4732142857142857,12.232142857142858
53,"Ward, Cam",8470320,3459.4696132596687,2.585635359116022,54.04972375690608,2.3683241252302025,6.005524861878453,29.09208103130755,0.9723756906077348,13.16390423572744,15.686924493554327,30.56353591160221,7.895027624309392,2.351749539594844,0.856353591160221,0.9355432780847146,0.7937384898710865,13.239410681399631
54,"Fleury, Marc-Andre",8470594,3482.1546391752577,2.45589919816724,52.91752577319588,2.176403207331042,5.403207331042383,28.285223367697597,1.1065292096219932,12.77434135166094,15.033218785796103,29.47193585337915,7.162657502863689,2.3447880870561284,0.8178694158075601,0.8762886597938144,0.7617411225658648,13.938144329896907
55,"Crawford, Corey",8470645,3465.5135135135133,2.35966735966736,51.014553014553016,2.029106029106029,6.097713097713098,28.63825363825364,0.9854469854469856,11.948024948024948,14.945945945945946,28.58835758835759,7.471933471933472,2.216216216216216,0.817047817047817,0.7941787941787942,0.7484407484407485,12.738045738045738
56,"Howard, Jimmy",8470657,3402.8280373831776,2.480373831775701,49.63177570093458,1.833644859813084,6.697196261682243,28.25607476635514,1.155140186915888,12.08411214953271,14.134579439252336,28.983177570093456,7.018691588785047,2.2149532710280373,0.822429906542056,0.8336448598130841,0.8242990654205608,11.414953271028038
57,"Halak, Jaroslav",8470860,3439.1019677996424,2.3917710196779964,53.1788908765653,1.9677996422182469,6.445438282647585,28.21824686940966,0.962432915921288,12.409660107334526,15.13953488372093,29.602862254025045,7.334525939177102,2.2862254025044724,0.8497316636851521,0.8246869409660107,0.7173524150268337,13.955277280858676
58,"Elliott, Brian",8470880,3318.147601476014,2.378228782287823,48.99446494464944,1.916974169741697,6.658671586715867,26.24354243542436,0.9464944649446494,10.625461254612546,13.839483394833948,27.428044280442805,6.767527675276753,2.20479704797048,0.7933579335793358,0.8745387453874539,0.7103321033210332,12.59409594095941
59,"Danis, Yann",8471186,2964.020408163265,2.306122448979592,48.30612244897959,1.673469387755102,5.653061224489796,25.081632653061224,0.6122448979591837,11.244897959183673,13.673469387755102,26.20408163265306,6.816326530612245,2.346938775510204,0.7959183673469388,0.6938775510204082,0.8163265306122449,12.93877551020408
60,"Montoya, Al",8471219,3267.8511904761904,2.4107142857142856,49.75595238095238,1.869047619047619,6.315476190476191,26.297619047619047,0.9940476190476192,11.071428571428571,14.166666666666666,27.38095238095238,7.071428571428571,2.267857142857143,0.8511904761904762,0.9464285714285714,0.6130952380952381,13.035714285714286
61,"Dubnyk, Devan",8471227,3400.8837638376385,2.4723247232472323,54.291512915129154,1.948339483394834,6.6900369003690034,28.653136531365316,0.8413284132841329,12.686346863468634,15.31549815498155,30.837638376383765,7.228782287822878,2.0018450184501844,0.904059040590406,0.8726937269372693,0.6955719557195572,14.223247232472325
62,"Schneider, Cory",8471239,3402.621951219512,2.3073170731707315,49.79024390243902,1.7707317073170732,6.748780487804878,28.085365853658537,0.8560975609756097,11.673170731707318,14.58780487804878,28.29268292682927,7.675609756097561,2.1,0.7878048780487805,0.8170731707317073,0.7024390243902439,11.721951219512196
63,"Peters, Justin",8471251,3240.710843373494,2.7710843373493974,51.87951807228916,2.216867469879518,6.180722891566265,27.879518072289155,0.9156626506024096,12.759036144578314,14.91566265060241,29.27710843373494,8.180722891566266,2.3012048192771086,0.7228915662650602,1.1566265060240963,0.891566265060241,12.120481927710845
64,"Glass, Jeff",8471301,3283.6,3.066666666666667,56.06666666666667,2.2666666666666666,6.2,30.133333333333333,1.6666666666666667,12.4,16.6,29.666666666666668,9.6,2.466666666666667,1.2,1.3333333333333333,0.5333333333333333,14.333333333333334
65,"Greiss, Thomas",8471306,3180.747252747253,2.456043956043956,51.12087912087912,1.7884615384615383,5.958791208791209,27.71978021978022,0.9230769230769232,12.25,14.84065934065934,28.89010989010989,7.263736263736264,2.03021978021978,0.925824175824176,0.8379120879120879,0.6923076923076923,12.936813186813186
66,"Ramo, Karri",8471403,3307.5925925925926,2.585185185185185,54.60740740740741,1.8888888888888888,6.229629629629629,27.933333333333334,0.7407407407407407,12.688888888888888,14.681481481481482,29.474074074074075,7.237037037037037,2.2444444444444445,0.7777777777777778,0.9185185185185184,0.8888888888888888,15.651851851851852
67,"Khudobin, Anton",8471418,3305.984615384616,2.319230769230769,50.92307692307692,1.8038461538461537,6.184615384615385,27.49230769230769,1.073076923076923,12.888461538461538,14.138461538461538,29.1,7.242307692307692,1.946153846153846,0.7461538461538462,0.9076923076923076,0.6653846153846154,12.634615384615383
68,"Rinne, Pekka",8471469,3458.9073529411767,2.344117647058824,51.67058823529412,1.6,7.35,28.205882352941178,1.0073529411764706,12.261764705882351,13.958823529411765,29.99411764705882,6.45,1.9705882352941175,0.7779411764705882,0.8338235294117647,0.7323529411764705,13.255882352941176
69,"Price, Carey",8471679,3533.24739195231,2.4664679582712368,55.67213114754098,2.020864381520119,7.125186289120715,29.47988077496274,1.0715350223546944,12.788375558867362,14.87183308494784,30.48882265275708,7.409836065573771,2.3278688524590163,0.8330849478390462,0.856929955290611,0.7764530551415797,15.445603576751118
70,"Rask, Tuukka",8471695,3449.2339285714284,2.180357142857143,50.6,1.5642857142857145,6.748214285714286,27.667857142857144,1.0732142857142857,11.680357142857142,15.1625,29.17142857142857,7.058928571428571,2.0267857142857144,0.7482142857142857,0.7517857142857143,0.6803571428571429,12.342857142857143
71,"Pavelec, Ondrej",8471715,3368.3478260869565,2.687979539641944,53.22506393861892,2.125319693094629,6.120204603580563,28.91048593350384,0.8976982097186701,13.010230179028133,14.938618925831202,29.383631713554987,7.823529411764706,2.511508951406649,0.8056265984654731,0.9616368286445012,0.9207161125319692,13.506393861892583
72,"Quick, Jonathan",8471734,3473.4824561403507,2.408521303258145,50.92230576441103,2.2318295739348373,5.898496240601504,26.98245614035088,0.9298245614035088,12.563909774436093,14.701754385964913,29.071428571428573,7.274436090225564,2.343358395989975,0.8408521303258145,0.8671679197994987,0.7005012531328321,12.233082706766917
73,"Bishop, Ben",8471750,3382.135922330097,2.1893203883495147,51.59708737864078,1.900485436893204,6.298543689320389,27.51456310679612,0.8713592233009708,12.728155339805824,14.395631067961164,29.25,7.065533980582524,2.0024271844660197,0.7718446601941747,0.7839805825242718,0.633495145631068,13.279126213592232
74,"Stalock, Alex",8471774,3215.156424581005,2.4134078212290504,49.44692737430167,1.7541899441340782,5.731843575418995,26.29050279329609,0.7597765363128491,11.94413407821229,13.888268156424582,28.43016759776536,6.279329608938547,1.9441340782122905,0.8324022346368715,0.8379888268156425,0.7430167597765364,12.793296089385477
75,"Backstrom, Niklas",8473404,3401.0127388535034,2.4554140127388533,51.455414012738856,1.7993630573248407,6.477707006369426,27.818471337579616,0.6847133757961783,12.40127388535032,14.802547770700636,30.13375796178344,6.710191082802548,1.8439490445859872,0.7961783439490446,0.9012738853503184,0.7579617834394905,12.76751592356688
76,"Irving, Leland",8473414,3066.846153846154,2.769230769230769,50.0,1.9230769230769231,6.461538461538462,28.23076923076923,0.6153846153846154,14.076923076923077,12.076923076923077,28.846153846153847,6.923076923076923,2.0,0.9230769230769232,0.9230769230769232,0.9230769230769232,12.23076923076923
77,"Johnson, Chad",8473434,3212.270833333333,2.4375,49.1875,1.7395833333333333,6.557291666666667,26.338541666666668,0.9739583333333334,11.494791666666666,13.885416666666666,27.75,7.1875,2.03125,0.7135416666666666,0.9583333333333334,0.765625,12.21875
78,"Mason, Steve",8473461,3395.797894736842,2.5494736842105263,51.68631578947368,1.9031578947368424,5.831578947368421,28.46315789473684,0.9747368421052632,12.863157894736842,14.187368421052632,29.53894736842105,6.751578947368421,2.113684210526316,0.8252631578947368,0.911578947368421,0.8126315789473684,13.282105263157897
79,"Berra, Reto",8473499,2893.0,2.3026315789473686,46.86842105263158,1.8421052631578947,5.723684210526316,24.17105263157895,0.5263157894736842,11.039473684210526,12.105263157894736,25.61842105263158,6.144736842105263,1.881578947368421,0.9605263157894736,0.8157894736842105,0.5263157894736842,13.223684210526317
80,"Reimer, James",8473503,3287.5009746588694,2.635477582846004,54.187134502923975,2.0526315789473686,7.169590643274854,29.23196881091618,0.8401559454191033,13.514619883040936,14.419103313840155,30.105263157894736,8.274853801169591,2.4113060428849904,0.8927875243664717,1.0097465886939572,0.732943469785575,13.39571150097466
81,"Enroth, Jhonas",8473523,3289.7843137254904,2.594771241830065,53.70588235294117,1.69281045751634,6.137254901960785,28.62745098039216,0.7843137254901961,12.516339869281046,16.215686274509803,30.30065359477124,7.888888888888889,2.104575163398693,0.9411764705882352,0.9477124183006536,0.7058823529411765,13.411764705882351
82,"Bernier, Jonathan",8473541,3271.6766917293235,2.526315789473684,53.25062656641604,1.8922305764411027,7.546365914786968,28.872180451127814,0.8721804511278195,13.320802005012531,14.115288220551378,30.761904761904763,7.654135338345864,2.233082706766917,0.912280701754386,0.8922305764411027,0.7218045112781954,12.601503759398495
83,"Zatkoff, Jeff",8473553,3113.208333333333,2.3541666666666665,45.9375,1.6041666666666667,5.916666666666667,25.625,1.125,10.958333333333334,13.020833333333334,27.166666666666668,6.1875,1.6041666666666667,0.7708333333333334,0.9166666666666666,0.6666666666666666,10.979166666666666
84,"Varlamov, Semyon",8473575,3436.378421900161,2.534621578099839,56.84863123993559,2.50402576489533,6.241545893719807,29.993558776167472,0.8792270531400966,13.549114331723027,16.135265700483092,31.760064412238325,7.700483091787439,2.431561996779388,0.8711755233494364,0.893719806763285,0.7697262479871175,14.956521739130435
85,"Neuvirth, Michal",8473607,3231.33203125,2.4453125,51.2890625,1.79296875,7.6796875,27.28125,0.98046875,11.3125,13.41796875,28.2421875,7.203125,2.05078125,0.90234375,0.8046875,0.73828125,13.79296875
86,"Bachman, Richard",8473614,3014.9791666666665,2.5,49.145833333333336,1.7708333333333333,7.0625,25.875,0.625,11.958333333333334,12.5,27.541666666666668,6.770833333333333,2.25,0.7708333333333334,0.9791666666666666,0.75,12.583333333333334
87,"Hiller, Jonas",8473972,3358.4304461942256,2.409448818897638,53.41994750656168,2.1601049868766404,6.136482939632546,27.93963254593176,0.8136482939632546,12.981627296587927,15.506561679790028,30.522309711286088,7.31496062992126,2.1653543307086616,0.8083989501312336,0.863517060367454,0.7375328083989501,13.417322834645669
88,"Ersberg, Erik",8473975,3120.025641025641,2.230769230769231,43.71794871794872,1.7435897435897436,5.205128205128205,22.692307692307693,0.7948717948717948,11.205128205128204,11.974358974358974,25.897435897435894,5.256410256410256,2.051282051282051,0.8974358974358975,0.717948717948718,0.6153846153846154,10.512820512820513
89,"York, Allen",8474057,2272.909090909091,1.4545454545454546,33.81818181818182,0.6363636363636364,2.1818181818181817,18.09090909090909,1.2727272727272727,10.181818181818182,8.727272727272727,19.181818181818183,4.0,1.0,0.3636363636363636,0.6363636363636364,0.4545454545454545,9.636363636363637
90,"Darling, Scott",8474152,3351.5793650793653,2.531746031746032,50.12698412698413,2.0396825396825395,4.912698412698413,27.642857142857142,1.0873015873015872,11.793650793650794,15.714285714285714,28.428571428571427,7.476190476190476,2.0,0.8888888888888888,0.8809523809523809,0.7619047619047619,12.22222222222222
91,"Niemi, Antti",8474550,3384.780172413793,2.418103448275862,52.86422413793103,1.9698275862068968,6.773706896551724,27.40086206896552,1.0043103448275863,12.08405172413793,14.286637931034482,29.38146551724138,6.823275862068965,2.228448275862069,0.8038793103448276,0.8017241379310345,0.8125,14.43103448275862
92,"Markstrom, Jacob",8474593,3461.9656488549617,2.603053435114504,52.6087786259542,2.2099236641221376,6.841603053435114,28.41412213740458,0.931297709923664,12.001908396946565,15.05916030534351,29.477099236641223,7.562977099236641,2.5267175572519083,0.9713740458015268,0.8835877862595419,0.7480916030534351,13.041984732824428
93,"Allen, Jake",8474596,3373.416299559472,2.592511013215859,52.56828193832599,2.2797356828193838,6.638766519823789,27.98898678414097,0.7312775330396476,12.05066079295154,14.129955947136564,28.60352422907489,7.365638766519824,2.5726872246696035,0.9251101321585904,0.9096916299559472,0.7577092511013216,14.026431718061676
