,name,d_zone_shift_starts,giveaways,goals,high_danger_goals,high_danger_shots,hits,low_danger_goals,low_danger_shots,medium_danger_goals,medium_danger_shots,missed_shots,o_zone_shift_starts,penalty_minutes,points,rebound_goals,rebounds,shifts,shot_attempts,shots_on_goal,takeaways,faceoffs_lost,faceoffs_won,games_played,icetime,on_ice_corsi_percentage,on_ice_fenwick_percentage,penalties_drawn,shots_blocked_by_player,assists,position_encoded,position
632,Connor Carrick,1.9545454545454546,0.5743801652892562,0.05371900826446281,0.012396694214876033,0.024793388429752067,0.9834710743801653,0.024793388429752067,1.5537190082644627,0.01652892561983471,0.11570247933884298,0.5867768595041323,2.4214876033057853,0.6074380165289256,0.2024793388429752,0.01652892561983471,0.07024793388429752,21.169421487603305,2.6487603305785123,1.1074380165289257,0.23553719008264462,0.0,0.0,242,955.7603305785124,0.016074380165289254,0.015702479338842973,0.12396694214876033,1.2685950413223142,0.1487603305785124,1,D
633,Connor Clifton,2.777173913043478,0.47282608695652173,0.03804347826086957,0.005434782608695652,0.03260869565217391,2.641304347826087,0.021739130434782608,1.4157608695652173,0.010869565217391304,0.08967391304347826,0.48641304347826086,1.75,0.7010869565217391,0.19021739130434784,0.002717391304347826,0.08423913043478261,21.82336956521739,2.260869565217391,1.0516304347826086,0.328804347826087,0.0,0.0,368,997.7255434782609,0.008994565217391304,0.008967391304347826,0.19293478260869565,1.3043478260869565,0.15217391304347827,1,D
637,Connor Mackey,2.0952380952380953,0.6428571428571429,0.09523809523809523,0.023809523809523808,0.023809523809523808,1.8571428571428572,0.0,1.380952380952381,0.07142857142857142,0.14285714285714285,0.5714285714285714,1.6428571428571428,1.6666666666666667,0.2619047619047619,0.023809523809523808,0.047619047619047616,21.476190476190474,2.119047619047619,0.9761904761904762,0.14285714285714285,0.0,0.0,42,851.1666666666666,0.05714285714285714,0.05452380952380952,0.30952380952380953,0.8095238095238095,0.16666666666666666,1,D
640,Connor Murphy,3.8641975308641974,0.5747599451303155,0.05761316872427984,0.00823045267489712,0.019204389574759947,2.113854595336077,0.04252400548696845,1.6844993141289437,0.006858710562414266,0.06584362139917696,0.48010973936899864,1.7997256515775035,0.635116598079561,0.2167352537722908,0.0013717421124828531,0.0823045267489712,25.319615912208505,2.7818930041152266,1.289437585733882,0.25377229080932784,0.0013717421124828531,0.0,729,1171.528120713306,0.007064471879286695,0.0070507544581618654,0.22633744855967078,1.9766803840877916,0.15912208504801098,1,D
642,Conor Allen,1.2857142857142858,0.42857142857142855,0.0,0.0,0.0,1.0,0.0,0.7142857142857143,0.0,0.0,0.14285714285714285,3.4285714285714284,0.5714285714285714,0.0,0.0,0.0,18.857142857142858,1.5714285714285714,0.5714285714285714,0.0,0.0,0.0,7,789.5714285714286,0.14999999999999997,0.13428571428571429,0.2857142857142857,0.14285714285714285,0.0,1,D
646,Conor Timmins,1.9931506849315068,0.5958904109589042,0.0410958904109589,0.0,0.0136986301369863,0.8835616438356164,0.0410958904109589,1.3630136986301369,0.0,0.04794520547945205,0.5,2.047945205479452,0.410958904109589,0.2876712328767123,0.0,0.10273972602739725,21.65753424657534,2.3767123287671232,0.9246575342465754,0.2534246575342466,0.0,0.0,146,922.3904109589041,0.022054794520547948,0.02219178082191781,0.0821917808219178,1.0753424657534247,0.2465753424657534,1,D
652,Corey Potter,2.4307692307692306,0.5538461538461539,0.06153846153846154,0.0,0.007692307692307693,1.3307692307692307,0.05384615384615385,1.6923076923076923,0.007692307692307693,0.06923076923076923,0.5384615384615384,2.9846153846153847,0.33076923076923076,0.24615384615384617,0.0,0.07692307692307693,23.23076923076923,2.6384615384615384,1.2307692307692308,0.36153846153846153,0.0,0.0,130,1046.0384615384614,0.03092307692307692,0.03046153846153846,0.15384615384615385,1.146153846153846,0.18461538461538463,1,D
653,Corey Schueneman,1.7428571428571429,0.5142857142857142,0.05714285714285714,0.0,0.0,0.5714285714285714,0.05714285714285714,1.7714285714285714,0.0,0.08571428571428572,0.6571428571428571,2.2,0.22857142857142856,0.2,0.0,0.08571428571428572,18.714285714285715,2.4857142857142858,1.2,0.22857142857142856,0.0,0.0,35,955.7142857142857,0.04142857142857143,0.045142857142857144,0.11428571428571428,1.6857142857142857,0.14285714285714285,1,D
657,Cory Murphy,1.2272727272727273,0.4318181818181818,0.1590909090909091,0.045454545454545456,0.09090909090909091,0.36363636363636365,0.09090909090909091,1.7727272727272727,0.022727272727272728,0.13636363636363635,0.5454545454545454,5.068181818181818,0.36363636363636365,0.4318181818181818,0.045454545454545456,0.20454545454545456,20.84090909090909,3.3863636363636362,1.4545454545454546,0.2727272727272727,0.0,0.0,44,987.1363636363636,0.025454545454545455,0.02568181818181818,0.09090909090909091,1.0227272727272727,0.2727272727272727,1,D
658,Cory Sarich,3.0170454545454546,0.5625,0.02556818181818182,0.002840909090909091,0.022727272727272728,2.0369318181818183,0.019886363636363636,1.1875,0.002840909090909091,0.017045454545454544,0.4431818181818182,2.1818181818181817,0.9801136363636364,0.17613636363636365,0.002840909090909091,0.05965909090909091,23.795454545454547,1.9204545454545454,0.7840909090909091,0.17897727272727273,0.005681818181818182,0.0,352,1013.7443181818181,0.00809659090909091,0.008011363636363636,0.17613636363636365,1.1221590909090908,0.15056818181818182,1,D
